Data Point,Latitude,Longitude,Altitude,RSRP,RF Channel Power,RSSI,SINR,RSRQ,OSTP,Text,Voice,Video
31,39.61877667,-107.021585,2404.4,-94.12,-75.69,-70.87,30.02,-6.254,-87.01,Good,Good,Good
32,39.61867833,-107.021725,2404.2,-97.61,-78.91,-74.28,26.65,-6.34,-87.92,Good,Good,Good
33,39.61851667,-107.0218317,2404.4,-110.6,-86.21,-84.4,12.61,-9.235,-87.44,No,No,No
34,39.618445,-107.0219617,2406.6,-101.3,-82.05,-77.78,22.74,-6.557,-87.88,Good,Good,Maybe
35,39.61839,-107.0220883,2409.1,-101.7,-82.15,-78.08,22.63,-6.653,-87.72,Good,Good,Maybe
36,39.61829667,-107.022205,2411.5,-97.89,-79.28,-74.59,25.45,-6.316,-88.46,Good,Good,Good
37,39.6182,-107.0223817,2411.8,-95.06,-76.59,-71.81,28.56,-6.263,-87.53,Good,Good,Good
38,39.61803333,-107.0224433,2414.6,-96.56,-78.07,-73.3,28.66,-6.269,-89.27,Good,Good,Good
39,39.61791167,-107.0225533,2419.6,-96.08,-77.49,-72.78,27.22,-6.309,-87.56,Good,Good,Good
40,39.61774167,-107.0226117,2421.1,-97.51,-78.65,-74.12,25.78,-6.4,-86.83,Good,Good,Good
41,39.61764333,-107.0227283,2422.9,-99.63,-80.44,-76.13,24.07,-6.508,-86.92,Good,Good,Good
42,39.61753833,-107.0228367,2424.9,-99.88,-81.07,-76.5,24.86,-6.392,-89.33,Good,Good,Good
43,39.61745167,-107.0229717,2426.1,-108.9,-85.65,-83.47,16.73,-8.409,-87.2,Maybe,Maybe,Maybe
44,39.61733833,-107.0230733,2427.1,-131.4,-88.9,-87.85,-2.682,-26.53,-89.75,No,No,No
45,39.61719,-107.0231783,2427.1,-131.4,-88.9,-87.85,-2.682,-26.53,-89.75,No,No,No
46,39.61703667,-107.023225,2425.6,-129.5,-88.75,-87.78,-2.425,-24.71,-89,No,No,No
47,39.61688833,-107.023235,2423.6,-129.5,-88.75,-87.78,-2.425,-24.71,-89,No,No,No
48,39.61671667,-107.0232783,2422.8,-123.9,-87.38,-86.92,-2.78,-19.97,-87.48,No,No,No
49,39.61661,-107.0233617,2423,No Signal,,,,,, , , 
50,39.616475,-107.02338,2422.7,-118.5,-87.27,-86.55,-3.113,-15.01,-87.75,No,No,No
51,39.61634167,-107.0234583,2423.1,-126.4,-86.13,-85.97,-2.491,-23.43,-86.27,No,No,No
52,39.61620667,-107.0235617,2423.3,No Signal,,,,,, , , 
53,39.616065,-107.023615,2421.8,No Signal,,,,,, , , 
54,39.61589833,-107.0236433,2423.9,-128.5,-87.01,-86.51,-1.953,-25.03,-87.29,No,No,No
55,39.61574,-107.0236433,2425.3,-128.9,-86.38,-85.89,-2.241,-25.97,-86.67,No,No,No
56,39.61558333,-107.0237233,2427.5,-120.4,-86.81,-86.34,-3.173,-17.03,-86.95,No,No,No
57,39.61542833,-107.0237733,2427.1,No Signal,,,,,, , , 
58,39.61527333,-107.0237667,2427.6,-128.1,-87.33,-87.12,-2.54,-23.94,-87.46,No,No,No
59,39.61515667,-107.023815,2427.3,-122,-89.44,-88.52,-9.51E-01,-16.51,-89.87,No,No,No
60,39.61499167,-107.023825,2426.7,-122,-89.44,-88.52,-9.51E-01,-16.51,-89.87,No,No,No
61,39.61487833,-107.02376,2427.2,-116,-89.08,-87.99,10.07,-10.97,-89.65,No,No,No
62,39.61479667,-107.023675,2422.4,,,,,,,,,
63,39.614755,-107.0234633,2418,,,,,,,,,
64,39.61471667,-107.023245,2415.8,,,,,,,,,
65,39.61475833,-107.0231,2414.5,,,,,,,,,
66,39.61482,-107.0229517,2415.7,,,,,,,,,
67,39.61486833,-107.02277,2415.9,,,,,,,,,
68,39.61484833,-107.02257,2415.3,,,,,,,,,
69,39.61477833,-107.02241,2415.1,,,,,,,,,
70,39.61464,-107.0223183,2415.6,,,,,,,,,
71,39.61457,-107.022275,2415.8,,,,,,,,,
72,39.61449333,-107.0222317,2416.6,,,,,,,,,
73,39.61441333,-107.0222183,2417.3,,,,,,,,,
74,39.61436333,-107.022085,2417.9,,,,,,,,,
75,39.614355,-107.022055,2420.5,,,,,,,,,
76,39.61425,-107.0220083,2421.2,,,,,,,,,
77,39.61421,-107.02194,2423.5,,,,,,,,,
78,39.61420667,-107.021935,2423.4,,,,,,,,,
79,39.61409333,-107.0216983,2426.5,,,,,,,,,
80,39.61398333,-107.0216783,2427.8,,,,,,,,,
81,39.61389667,-107.0216683,2429.2,,,,,,,,,
82,39.61388667,-107.0216383,2429.9,,,,,,,,,
83,39.61389667,-107.021715,2430.4,,,,,,,,,
84,39.61364,-107.021625,2432,,,,,,,,,
85,39.61356667,-107.0215417,2432,,,,,,,,,
86,39.61352333,-107.0214033,2432.4,,,,,,,,,
87,39.61343167,-107.0213833,2435.1,,,,,,,,,
88,39.61331,-107.0212667,2437.6,,,,,,,,,
89,39.613245,-107.02118,2438.4,,,,,,,,,
90,39.61317667,-107.0210933,2437.7,,,,,,,,,
91,39.6131,-107.0210433,2437.3,,,,,,,,,
92,39.61305167,-107.02092,2436.6,,,,,,,,,
93,39.61296667,-107.0208883,2436.2,,,,,,,,,
94,39.61285167,-107.0209283,2436,,,,,,,,,
95,39.61275667,-107.0209483,2435.7,,,,,,,,,
96,39.61271667,-107.0209883,2435.3,,,,,,,,,
97,39.61262833,-107.0209567,2435.8,,,,,,,,,
98,39.612575,-107.020905,2435.8,-110.6,-86.02,-84.26,12.98,-9.338,-87.19,No,No,No
99,39.61247833,-107.02092,2436,-128.2,-87.21,-86.19,-1.76,-25.06,-87.87,No,No,No
100,39.61238,-107.0209033,2435.4,-128.2,-87.21,-86.19,-1.76,-25.06,-87.87,No,No,No
101,39.612355,-107.02079,2434.8,-111.5,-87.01,-85.27,12.28,-9.201,-88.35,No,No,No
102,39.61227167,-107.0207033,2434.8,-115.4,-87.59,-86.29,7.378,-12.08,-88.23,No,No,No
103,39.612195,-107.0207033,2434.6,-124.4,-88.89,-88.22,-3.154,-19.2,-89.42,No,No,No
104,39.612145,-107.020715,2435,-130.2,-88.68,-88.18,-2.964,-25.01,-88.86,No,No,No
105,39.612075,-107.0206083,2435.2,-127.9,-88.19,-87.93,-2.381,-22.96,-88.15,No,No,No
106,39.61197833,-107.0205883,2435.2,-127,-89.48,-89.29,-3.095,-20.73,-89.45,No,No,No
107,39.61191833,-107.0205,2435.1,-127,-89.48,-89.29,-3.095,-20.73,-89.45,No,No,No
108,39.611935,-107.020405,2434.8,No Signal,,,,,, , , 
109,39.61189833,-107.02031,2433.8,-131.6,-89.17,-88.39,-2.591,-26.23,-89.6,No,No,No
110,39.61187,-107.02033,2432.4,-127.7,-87.17,-87.08,-2.357,-23.58,-87.21,No,No,No
111,39.61178833,-107.0203533,2431.8,-129.6,-88.35,-88.23,-2.915,-24.37,-88.39,No,No,No
112,39.61167333,-107.0203117,2430.7,No Signal,,,,,, , , 
113,39.61162667,-107.0202333,2429.1,-128.5,-87.99,-87.9,-2.272,-23.56,-88.17,No,No,No
114,39.61159,-107.0201433,2428.4,-129.9,-89.19,-89.04,-2.722,-23.82,-89.33,No,No,No
115,39.61156167,-107.0199917,2426.5,No Signal,,,,,, , , 
116,39.61165667,-107.0198283,2425.3,No Signal,,,,,, , , 
117,39.61168167,-107.0197633,2424.9,No Signal,,,,,, , , 
118,39.61167833,-107.019685,2424.4,No Signal,,,,,, , , 
119,39.611735,-107.0195767,2423.1,No Signal,,,,,, , , 
120,39.61178333,-107.019425,2420.9,No Signal,,,,,, , , 
121,39.611835,-107.0193417,2419.3,No Signal,,,,,, , , 
122,39.61188833,-107.0192133,2416.3,No Signal,,,,,, , , 
123,39.61195333,-107.0190683,2414.6,No Signal,,,,,, , , 
124,39.61193,-107.0189383,2413.9,No Signal,,,,,, , , 
125,39.6119,-107.0187933,2413.2,No Signal,,,,,, , , 
126,39.61194667,-107.01864,2411.6,No Signal,,,,,, , , 
127,39.61198667,-107.0184867,2410.9,No Signal,,,,,, , , 
128,39.612045,-107.0183517,2409.9,-127.9,-87.25,-87.24,-2.302,-23.7,-87.39,No,No,No
129,39.61205833,-107.0181767,2409,No Signal,,,,,, , , 
130,39.612075,-107.0180283,2407.8,-130.6,-89.49,-89.48,-2.749,-24.17,-89.43,No,No,No
131,39.612095,-107.0178417,2407,No Signal,,,,,, , , 
132,39.61216,-107.01774,2407,No Signal,,,,,, , , 
133,39.61226833,-107.017685,2407.1,No Signal,,,,,, , , 
134,39.61240667,-107.0176233,2408.2,No Signal,,,,,, , , 
135,39.61252833,-107.01756,2411.2,No Signal,,,,,, , , 
136,39.61267833,-107.0174467,2412.9,-129.2,-88.23,-88.27,-1.893,-23.97,-88.43,No,No,No
137,39.61281667,-107.01742,2413.9,-129.4,-88.76,-88.63,-1.602,-23.77,-88.87,No,No,No
138,39.61295333,-107.0174133,2412.4,-129.3,-88.8,-88.64,-3.239,-23.72,-88.97,No,No,No
139,39.613085,-107.0173867,2411.8,-129.4,-88.86,-88.66,-2.855,-23.74,-88.78,No,No,No
140,39.61321333,-107.0173267,2414.9,-129.4,-88.86,-88.66,-2.855,-23.74,-88.78,No,No,No
141,39.61335167,-107.0172383,2419.1,-129.6,-87.63,-87.38,-2.493,-25.26,-87.78,No,No,No
142,39.61348167,-107.0172033,2418.7,-110.7,-88.57,-85.85,15.23,-7.829,-90.7,No,No,No
143,39.613605,-107.017185,2418.5,-110,-87.21,-84.8,13,-8.217,-89.27,No,No,No
144,39.613755,-107.0172033,2418.3,-103.8,-84.07,-80.09,21.11,-6.706,-89.66,Good,Good,Maybe
145,39.61386,-107.0171517,2418.7,-106,-85.02,-81.72,18.28,-7.246,-88.02,Maybe,Maybe,Maybe
146,39.61403333,-107.0171033,2422.1,-100,-81.2,-76.68,25.3,-6.379,-89.56,Good,Good,Maybe
147,39.61415333,-107.0170067,2425.3,-97.7,-79.01,-74.37,25.48,-6.337,-88.24,Good,Good,Good
148,39.61426833,-107.0168983,2423.5,-107.4,-86.57,-83.24,17.99,-7.222,-89.84,Maybe,Maybe,Maybe
149,39.61438667,-107.016865,2416.6,-99.54,-80.64,-76.16,25.05,-6.395,-88.89,Good,Good,Good
150,39.61450333,-107.0168,2408.5,-110.7,-87.34,-85.15,11.21,-8.553,-88.82,No,No,No
151,39.61461333,-107.016795,2403.5,,,,,,,,,
152,39.61468333,-107.0167533,2400.9,,,,,,,,,
153,39.61479333,-107.0167083,2400,,,,,,,,,
154,39.614905,-107.01661,2397.7,,,,,,,,,
155,39.61496667,-107.0165,2394.9,,,,,,,,,
156,39.61506333,-107.0163517,2392.1,,,,,,,,,
157,39.61512333,-107.01631,2387.2,,,,,,,,,
158,39.61524833,-107.0162567,2384.1,,,,,,,,,
159,39.61539833,-107.01617,2382.2,,,,,,,,,
160,39.61549833,-107.0161367,2382.5,,,,,,,,,
161,39.61564333,-107.0161,2383.2,,,,,,,,,
162,39.615805,-107.0161583,2379.9,,,,,,,,,
163,39.61586833,-107.0160233,2376.8,,,,,,,,,
164,39.61585833,-107.0158867,2372.9,,,,,,,,,
165,39.61589,-107.0158367,2373.4,,,,,,,,,
166,39.61588333,-107.01583,2373.7,,,,,,,,,
167,39.61584667,-107.015775,2373.5,-84.4,-66.33,-61.26,35.7,-6.152,-88.54,Good,Good,Good
168,39.61591,-107.0155817,2373.4,-80.43,-62.34,-57.28,35.74,-6.155,-87.96,Good,Good,Good
169,39.61593667,-107.01542,2371.2,-77.58,-59.52,-54.44,34.06,-6.146,-87.36,Good,Good,Good
170,39.61595333,-107.0152383,2371.3,-81.23,-63,-58.05,37.12,-6.183,-79.26,Good,Good,Good
171,39.61578333,-107.01523,2370.8,-88.37,-70.09,-65.18,32.17,-6.199,-85.14,Good,Good,Good
172,39.61566667,-107.0152117,2369.5,-82.79,-64.41,-59.57,35.27,-6.225,-78.4,Good,Good,Good
173,39.61559667,-107.0151717,2369,-93.44,-74.94,-70.19,29,-6.259,-86.57,Good,Good,Good
174,39.615515,-107.0151183,2370.4,-87.88,-69.8,-64.73,32.07,-6.161,-87.65,Good,Good,Good
175,39.61540667,-107.01511,2373.5,-99.53,-80.53,-76.08,22.77,-6.455,-87.79,Good,Good,Good
176,39.61529333,-107.0150817,2378.2,-84.95,-66.56,-61.73,35.62,-6.229,-80.38,Good,Good,Good
177,39.61854833,-107.0129467,2385.7,-52.93,-34.68,-29.74,31.16,-6.194,-50.77,Good,Good,Good
178,39.61857333,-107.0132767,2386,-55.19,-37.1,-32.05,32.7,-6.147,-76.59,Good,Good,Good
179,39.61843667,-107.0136633,2384,-64.81,-46.58,-41.63,35.42,-6.186,-63.34,Good,Good,Good
180,39.618245,-107.014035,2381.1,-73.61,-55.15,-50.38,34.39,-6.235,-67.12,Good,Good,Good
181,39.618165,-107.0145433,2379.9,-76.87,-58.64,-53.7,38.6,-6.186,-75.69,Good,Good,Good
182,39.61825833,-107.0150683,2382.6,-88.04,-69.78,-64.86,32.74,-6.191,-86.18,Good,Good,Good
183,39.618285,-107.0155467,2388.5,-82.98,-64.78,-59.82,33.31,-6.177,-81.51,Good,Good,Good
184,39.618425,-107.0160217,2395.3,-93.19,-74.98,-70.02,30.06,-6.188,-91.73,Good,Good,Good
185,39.61856,-107.01638,2395.7,-95,-76.8,-71.82,31.66,-6.19,-92.84,Good,Good,Good
186,39.61873,-107.0167317,2383.9,-99.12,-80.33,-75.75,23.24,-6.387,-88.42,Good,Good,Good
187,39.61863,-107.0130633,2379,-63.76,-45.29,-40.47,35.57,-6.305,-58.4,Good,Good,Good
188,39.618675,-107.013055,2382.9,-59.89,-41.56,-36.61,36.84,-6.281,-56.38,Good,Good,Good
189,39.61865333,-107.013095,2384.6,-55.41,-37.24,-32.18,32.38,-6.239,-76.61,Good,Good,Good
190,39.61880667,-107.013205,2385.5,-61.19,-43.03,-37.95,32.52,-6.246,-81.94,Good,Good,Good
191,39.61891333,-107.0132717,2386.6,-70.31,-51.85,-47,34.41,-6.314,-63.46,Good,Good,Good
192,39.61901833,-107.01317,2388.6,-74.45,-56.35,-51.25,28.98,-6.209,-90.97,Good,Good,Good
193,39.61912,-107.0131417,2388,-83.45,-65.17,-60.2,27.85,-6.256,-80.04,Good,Good,Good
194,39.61922,-107.0132017,2388.9,-77.57,-59.12,-54.27,32.75,-6.307,-70.85,Good,Good,Good
195,39.61933167,-107.0132117,2389.5,-75.85,-57.73,-52.63,33.1,-6.223,-90.04,Good,Good,Good
196,39.61942333,-107.0131917,2394.5,-74.88,-56.38,-51.55,35,-6.339,-68.3,Good,Good,Good
197,39.619495,-107.0132733,2396.9,-78.16,-60.04,-54.92,28.22,-6.25,-90.9,Good,Good,Good
198,39.61961167,-107.013345,2397.6,-81.25,-63.03,-58.07,34.96,-6.193,-80.44,Good,Good,Good
199,39.619695,-107.0134,2402.3,-81.34,-63.06,-58.07,28.51,-6.282,-76.51,Good,Good,Good
200,39.61979333,-107.0134183,2406.9,-85.71,-67.64,-62.53,31.53,-6.188,-90.62,Good,Good,Good
201,39.61993333,-107.0133833,2409.9,-88.98,-70.69,-65.71,22.43,-6.28,-84.76,Good,Good,Good
202,39.62003667,-107.0133783,2412.1,-84.37,-66.28,-61.18,33.9,-6.201,-90.79,Good,Good,Good
203,39.62012333,-107.013455,2414.1,-86.19,-68.09,-62.96,26.18,-6.241,-90.19,Good,Good,Good
204,39.62023667,-107.0134483,2415.5,-74.43,-56.1,-51.16,36.45,-6.28,-71.45,Good,Good,Good
205,39.620345,-107.013445,2417,-82.23,-64.15,-59.05,32.88,-6.185,-91.09,Good,Good,Good
206,39.62043333,-107.0134717,2417.2,-84.1,-66,-60.88,29.29,-6.226,-91.61,Good,Good,Good
207,39.620535,-107.013435,2417.9,-85.58,-67.46,-62.34,21.88,-6.252,-91.11,Good,Good,Good
208,39.62061167,-107.0133933,2420.3,-87.09,-68.91,-63.85,29.16,-6.253,-90.64,Good,Good,Good
209,39.620665,-107.0133133,2421.4,-83.9,-65.72,-60.68,33.2,-6.234,-90.84,Good,Good,Good
210,39.62075167,-107.0132467,2423,-86.31,-68.13,-63.07,31.13,-6.25,-91.84,Good,Good,Good
211,39.62085,-107.0131817,2423.2,-89.28,-70.98,-66,21.97,-6.289,-84.32,Good,Good,Good
212,39.620945,-107.01319,2425.1,-94.95,-76.64,-71.65,19.18,-6.308,-91.46,Good,Good,Good
213,39.62105833,-107.0131033,2427.8,-101.8,-82.98,-78.33,15.5,-6.446,-91.06,Good,Good,Maybe
214,39.62110667,-107.0130167,2428.2,-103.4,-84,-79.75,18.02,-6.625,-90.28,Good,Good,Maybe
215,39.62110833,-107.0128917,2428.3,-112.5,-88.67,-86.69,8.232,-8.868,-90.3,No,No,No
216,39.62114,-107.01279,2428.8,-98.23,-79.63,-74.86,12.8,-6.387,-90.22,Good,Good,Good
217,39.62120833,-107.01264,2430.7,-99.17,-80.45,-75.78,20.81,-6.4,-89.74,Good,Good,Good
218,39.62118167,-107.0125433,2431.4,-96.06,-77.74,-72.79,25.39,-6.273,-91.76,Good,Good,Good
219,39.62126,-107.0124283,2434.3,-102.3,-83.19,-78.75,19.39,-6.512,-90.82,Good,Good,Maybe
220,39.621255,-107.0123283,2434.1,-97.31,-78.93,-74.01,22.18,-6.311,-91.68,Good,Good,Good
221,39.621315,-107.01224,2434.2,-99.74,-80.96,-76.33,22.29,-6.415,-89.64,Good,Good,Good
222,39.62134167,-107.01212,2436,-98.78,-80.01,-75.35,16.71,-6.44,-89.05,Good,Good,Good
223,39.621325,-107.0120067,2437.8,-103.7,-84.59,-80.17,15.92,-6.54,-90.89,Good,Good,Maybe
224,39.621405,-107.0118967,2440.5,-103.7,-84.59,-80.17,15.92,-6.54,-90.89,Good,Good,Maybe
225,39.62148833,-107.0118833,2442.4,-100.2,-81.48,-76.76,16.55,-6.415,-91.27,Good,Good,Maybe
226,39.621565,-107.0118683,2441.7,-107.4,-87.29,-83.45,6.11,-6.95,-91.71,Maybe,Maybe,Maybe
227,39.62169167,-107.0118967,2437.7,-111.6,-89.25,-86.61,11.55,-8.041,-91.49,No,No,No
228,39.62179,-107.01194,2435.5,No Signal,,,,,, , , 
229,39.62191,-107.011985,2433.8,No Signal,,,,,, , , 
230,39.62185667,-107.0119233,2433.7,No Signal,,,,,, , , 
231,39.621805,-107.01179,2434.1,-124.4,-91.6,-91.13,-5.48E-01,-16.26,-92.08,No,No,No
232,39.62172667,-107.0117033,2434.7,-122.8,-91.38,-90.97,-2.788,-14.85,-91.51,No,No,No
233,39.62165333,-107.0116483,2437.2,-121.7,-90.92,-90.21,-1.991,-14.46,-91.44,No,No,No
234,39.62160333,-107.0115633,2438.5,-131.8,-91.16,-90.92,-1.905,-23.9,-91.27,No,No,No
235,39.62155167,-107.011475,2439.8,-113.7,-89.83,-87.75,3.712,-8.922,-91.04,No,No,No
236,39.62158167,-107.0113767,2440,No Signal,,,,,, , , 
237,39.62151167,-107.0112417,2443.8,No Signal,,,,,, , , 
238,39.62150833,-107.0111867,2448.4,-120.3,-93.22,-92.18,3.935,-11.12,-93.79,No,No,No
239,39.62146667,-107.0111483,2451.8,-121.9,-92.99,-92.25,5.10E-01,-12.68,-93.41,No,No,No
240,39.6215,-107.011045,2454.7,-118.4,-91,-89.98,-5.17E-01,-11.42,-91.54,No,No,No
241,39.62154,-107.0110133,2456.4,-123.5,-91.63,-91.19,-3.378,-15.32,-91.81,No,No,No
242,39.621635,-107.0109517,2458,-115.1,-90.75,-88.96,4.179,-9.115,-91.89,No,No,No
243,39.62162167,-107.0108167,2459.4,-126.9,-92.27,-91.61,-3.991,-18.33,-92.72,No,No,No
244,39.62167333,-107.0107133,2460.1,-118.9,-94.78,-92.86,-5.03E-01,-9.031,-96.12,No,No,No
245,39.62172333,-107.0105983,2461.8,-121,-93,-92.01,-5.76E-01,-11.96,-93.78,No,No,No
246,39.62173333,-107.0105067,2460.2,-114.1,-89.2,-87.54,9.434,-9.59,-90.13,No,No,No
247,39.621605,-107.0103917,2459.4,No Signal,,,,,, , , 
248,39.621505,-107.0103967,2457.4,No Signal,,,,,, , , 
249,39.62134833,-107.01044,2457,-120.3,-92.66,-91.76,6.033,-11.59,-93.24,No,No,No
250,39.62121167,-107.0104683,2457,-117.7,-92.88,-91.2,7.06,-9.48,-93.94,No,No,No
251,39.621085,-107.0105733,2454.3,-110.5,-89.89,-86.37,12.89,-7.124,-93.31,No,No,No
252,39.62097,-107.0106233,2452.9,-106.8,-86.87,-82.94,16.37,-6.855,-92.07,Maybe,Maybe,Maybe
253,39.62087333,-107.0107183,2448.6,-100.2,-81.62,-76.86,16.88,-6.384,-91.2,Good,Good,Maybe
254,39.62081667,-107.0108333,2445.2,-105.2,-84.83,-81.13,6.92,-7.067,-89.01,Maybe,Maybe,Maybe
255,39.62071667,-107.0109683,2443.1,-100.1,-81.18,-76.64,18.81,-6.475,-89.01,Good,Good,Maybe
256,39.62058833,-107.0110933,2440.3,-94.96,-76.62,-71.67,20.94,-6.296,-89.88,Good,Good,Good
257,39.62046167,-107.0112467,2439.5,No Signal,,,,,, , , 
258,39.62033167,-107.01135,2437.7,,,,,,,,,
259,39.62022,-107.0114483,2434.9,,,,,,,,,
260,39.620135,-107.0115433,2431.1,,,,,,,,,
261,39.62002333,-107.0116367,2427.7,,,,,,,,,
262,39.619925,-107.0117583,2421.3,,,,,,,,,
263,39.61978667,-107.011875,2415.8,,,,,,,,,
264,39.61966833,-107.0119633,2411.7,,,,,,,,,
265,39.61958167,-107.0120767,2411.2,,,,,,,,,
266,39.61943167,-107.0122267,2408.5,,,,,,,,,
267,39.61933833,-107.012325,2405.4,,,,,,,,,
268,39.61922667,-107.012415,2402.7,,,,,,,,,
269,39.61912667,-107.0125633,2401.6,,,,,,,,,
270,39.61900667,-107.0126983,2398.2,,,,,,,,,
271,39.61891167,-107.0128067,2395.2,,,,,,,,,
272,39.61879167,-107.012825,2392,,,,,,,,,
273,39.61865667,-107.0127917,2394.1,,,,,,,,,
274,39.61854667,-107.0127017,2394.6,,,,,,,,,
275,39.61847833,-107.0125433,2397.9,,,,,,,,,
276,39.61836833,-107.0123683,2396.6,,,,,,,,,
277,39.61826167,-107.0121617,2396,,,,,,,,,
278,39.61816667,-107.01204,2395,,,,,,,,,
279,39.61808667,-107.011925,2393,,,,,,,,,
280,39.61801167,-107.0117417,2392.7,,,,,,,,,
281,39.61797667,-107.0115333,2392.6,,,,,,,,,
282,39.61790333,-107.0113433,2392.2,,,,,,,,,
283,39.61784333,-107.0111283,2391.9,,,,,,,,,
284,39.61778667,-107.0109717,2390.9,,,,,,,,,
285,39.61775333,-107.01079,2388.8,,,,,,,,,
286,39.61768333,-107.010565,2388.1,,,,,,,,,
287,39.61766667,-107.0104783,2384,,,,,,,,,
288,39.61762333,-107.0102583,2384.2,,,,,,,,,
289,39.61762333,-107.01006,2384.7,,,,,,,,,
290,39.61763167,-107.0098783,2383.7,,,,,,,,,
291,39.61766167,-107.0096767,2385.2,,,,,,,,,
292,39.61769167,-107.0094783,2387.7,,,,,,,,,
293,39.61766667,-107.009275,2384.2,,,,,,,,,
294,39.61767333,-107.0090833,2383.6,,,,,,,,,
295,39.61765667,-107.0089133,2383.1,,,,,,,,,
296,39.61764,-107.0087617,2373.5,,,,,,,,,
297,39.61764333,-107.0085583,2368.1,,,,,,,,,
298,39.61761,-107.008355,2366.1,,,,,,,,,
299,39.61761333,-107.0081667,2366.9,,,,,,,,,
300,39.61763667,-107.0079733,2367.4,,,,,,,,,
301,39.61766333,-107.0077567,2365.9,,,,,,,,,
302,39.617695,-107.0075567,2365.9,,,,,,,,,
303,39.61770667,-107.0074183,2365.6,,,,,,,,,
304,39.617675,-107.0071733,2364.6,,,,,,,,,
305,39.61770833,-107.0069583,2363.2,,,,,,,,,
306,39.61769167,-107.0067867,2362.2,,,,,,,,,
307,39.61771,-107.00659,2359.2,-115,-87.47,-86.47,3.325,-11.5,-88.19,No,No,No
308,39.61771333,-107.0063817,2357.2,-118.7,-88.29,-87.64,-4.735,-14.09,-88.61,No,No,No
309,39.61767,-107.0062533,2352.7,-122.3,-89.35,-88.95,-2.168,-16.32,-89.63,No,No,No
310,39.61773667,-107.00607,2350.7,No Signal,,,,,, , , 
311,39.61785,-107.005895,2349.3,-123.3,-87.89,-87.46,-2.976,-18.89,-87.95,No,No,No
312,39.61788667,-107.0057433,2347.2,No Signal,,,,,, , , 
313,39.61788333,-107.0055717,2343.4,No Signal,,,,,, , , 
314,39.61783667,-107.0057417,2343.1,No Signal,,,,,, , , 
315,39.61779833,-107.0059067,2346,No Signal,,,,,, , , 
316,39.617755,-107.006085,2346.6,No Signal,,,,,, , , 
317,39.61773833,-107.0062783,2346.5,No Signal,,,,,, , , 
318,39.61769167,-107.00647,2348.4,No Signal,,,,,, , , 
319,39.61768833,-107.006655,2349.5,No Signal,,,,,, , , 
320,39.61759,-107.0068133,2355.5,No Signal,,,,,, , , 
321,39.617505,-107.006955,2358.3,No Signal,,,,,, , , 
322,39.61746833,-107.0071433,2361.5,No Signal,,,,,, , , 
323,39.617425,-107.0073517,2360.9,No Signal,,,,,, , , 
324,39.617375,-107.0075417,2360.9,No Signal,,,,,, , , 
325,39.61728333,-107.007685,2361.2,-126.4,-89.11,-88.69,-2.671,-20.69,-89.18,No,No,No
326,39.61717667,-107.0078267,2359.6,-117.9,-90.51,-89.49,3.10E-01,-11.42,-91.36,No,No,No
