Data Point,Latitude,Longitude,Altitude,RSRP,RF Channel Power,RSSI,SINR,RSRQ,OSTP,Text,Voice,Video
248,39.612415,-107.0197367,2415.9,-111.8,-90.84,-87.51,13.64,-7.254,-93.81,No,No,No
249,39.61237667,-107.019655,2416.4,-118.5,-91.92,-90.74,6.395,-10.79,-92.5,No,No,No
250,39.612365,-107.019575,2415.9,-113.1,-91.35,-88.4,12.42,-7.672,-93.73,No,No,No
251,39.61239833,-107.019485,2415.2,No Signal,,,,,, , , 
252,39.612375,-107.0193567,2414.6,-119.8,-93.73,-92.45,5.761,-10.32,-94.57,No,No,No
253,39.612355,-107.019245,2413.7,-129.9,-93.45,-92.95,-2.486,-19.93,-93.99,No,No,No
254,39.61228833,-107.0191817,2412.7,-117,-90.8,-89.54,7.74,-10.48,-91.68,No,No,No
255,39.61222667,-107.0191717,2411.6,-128.4,-93.13,-92.63,-1.742,-18.75,-93.48,No,No,No
256,39.61212,-107.01906,2412.7,-123,-92.14,-91.48,3.546,-14.53,-92.47,No,No,No
257,39.61206333,-107.0190317,2411.9,No Signal,,,,,, , , 
258,39.61197,-107.0189933,2410,No Signal,,,,,, , , 
259,39.61197833,-107.018895,2408.8,No Signal,,,,,, , , 
260,39.61188833,-107.018795,2407.6,-128.2,-93.28,-92.95,-7.25E-01,-18.22,-93.69,No,No,No
261,39.61189167,-107.018655,2405.8,No Signal,,,,,, , , 
262,39.611945,-107.018575,2405.2,No Signal,,,,,, , , 
263,39.61193167,-107.0184767,2404.4,No Signal,,,,,, , , 
264,39.61198333,-107.01834,2402.8,No Signal,,,,,, , , 
265,39.61200333,-107.0182117,2402,No Signal,,,,,, , , 
266,39.612025,-107.0180517,2400.6,No Signal,,,,,, , , 
267,39.61205,-107.017905,2400.4,No Signal,,,,,, , , 
268,39.612115,-107.0177633,2400.2,No Signal,,,,,, , , 
269,39.61225167,-107.0176817,2400.8,No Signal,,,,,, , , 
270,39.61239833,-107.0176817,2404.9,No Signal,,,,,, , , 
271,39.61250833,-107.0176567,2404.1,No Signal,,,,,, , , 
272,39.612615,-107.0176,2403.9,No Signal,,,,,, , , 
273,39.61275167,-107.0175083,2404.9,No Signal,,,,,, , , 
274,39.612885,-107.017455,2407.5,-134.2,-93.96,-93.74,-2.162,-23.5,-94.04,No,No,No
275,39.613015,-107.0174017,2409.2,-123.8,-93.17,-92.29,-2.563,-14.49,-93.61,No,No,No
276,39.613175,-107.0173517,2408.9,-120,-91.6,-90.83,4.743,-12.21,-92.05,No,No,No
277,39.61329333,-107.0172917,2407.1,-130.3,-92.79,-92.31,-2.13,-21.03,-92.95,No,No,No
278,39.61343833,-107.0172517,2406.5,-116.6,-91.33,-89.85,9.442,-9.803,-91.97,No,No,No
279,39.61358167,-107.017205,2404.5,-108.9,-88.72,-85,15.65,-6.933,-92.92,Maybe,Maybe,Maybe
280,39.613705,-107.01719,2405.2,-107.7,-87.78,-83.91,16.64,-6.803,-92.86,Maybe,Maybe,Maybe
281,39.61385,-107.0171517,2406.5,-112.8,-90.27,-87.69,11.7,-8.132,-92.15,No,No,No
282,39.61395167,-107.0170783,2404.3,-110.7,-90.23,-86.64,13.75,-7.07,-94.08,No,No,No
283,39.61405167,-107.0170717,2402.4,-110.1,-89.68,-86.09,14.76,-7.015,-93.43,No,No,No
284,39.61418667,-107.0170167,2401.1,-115.2,-91.32,-89.3,8.841,-8.885,-92.93,No,No,No
285,39.61429167,-107.01694,2398.8,-108,-88.24,-84.29,17.9,-6.72,-93.26,Maybe,Maybe,Maybe
286,39.614405,-107.0168817,2396.5,-110.5,-90.07,-86.47,12.64,-7.067,-93.63,No,No,No
287,39.61456167,-107.0168867,2397.2,-104.9,-85.48,-81.28,19.23,-6.589,-91.25,Good,Good,Maybe
288,39.61466167,-107.0168333,2397,-107.9,-87.96,-84.1,17.49,-6.809,-92.69,Maybe,Maybe,Maybe
289,39.61475333,-107.01676,2395.4,-97.55,-79.14,-74.29,25.25,-6.272,-91.55,Good,Good,Good
290,39.61482833,-107.0166483,2392.8,-101.3,-82.69,-77.98,21.39,-6.352,-91.93,Good,Good,Maybe
291,39.61489833,-107.0165117,2391.2,-92.66,-74.56,-69.48,29.74,-6.19,-92.32,Good,Good,Good
292,39.61499,-107.0164183,2388.3,-91.27,-73.17,-68.09,29.53,-6.196,-92.08,Good,Good,Good
293,39.61508167,-107.016325,2384.7,-97.15,-78.82,-73.89,25.68,-6.268,-92.08,Good,Good,Good
294,39.61519167,-107.0162733,2382.4,-89.23,-70.97,-66.01,31.07,-6.233,-86.06,Good,Good,Good
295,39.61527333,-107.0162417,2379.1,-92.46,-74.13,-69.21,27.38,-6.254,-87.52,Good,Good,Good
296,39.6154,-107.0161883,2376.3,-103,-84.03,-79.57,18.3,-6.486,-91.19,Good,Good,Maybe
297,39.615505,-107.016155,2372.8,-93.7,-75.6,-70.52,27.84,-6.185,-92.15,Good,Good,Good
298,39.61565833,-107.0161633,2370.9,-92.69,-74.48,-69.48,28.92,-6.217,-92.05,Good,Good,Good
299,39.61577667,-107.0161183,2369,-94.49,-76.27,-71.29,27.79,-6.216,-92.31,Good,Good,Good
300,39.615835,-107.0160083,2365.6,-95.32,-76.94,-72.08,27.66,-6.255,-91.13,Good,Good,Good
301,39.61587,-107.0158317,2360.4,-93.82,-75.52,-70.59,27.04,-6.24,-89.64,Good,Good,Good
302,39.61590333,-107.015645,2356.8,-90.64,-72.42,-67.43,30.05,-6.219,-88.52,Good,Good,Good
303,39.621465,-107.0103033,2407.3,-99.61,-80.97,-76.21,10.83,-6.416,-91.2,Good,Good,Good
304,39.62151833,-107.0103017,2407.7,-117.6,-90.08,-88.97,4.693,-11.69,-90.79,No,No,No
305,39.6216,-107.01028,2406.9,-112.8,-90.1,-87.43,6.195,-8.329,-92.11,No,No,No
306,39.621725,-107.0103483,2408.5,-113.6,-90.36,-88.1,2.997,-8.542,-91.92,No,No,No
307,39.62186667,-107.010435,2409.4,-113.6,-91.34,-88.63,7.238,-7.936,-93.69,No,No,No
308,39.62198833,-107.0104983,2407.7,-113.3,-90.07,-87.82,7.47,-8.462,-91.54,No,No,No
309,39.62208333,-107.0105417,2406.1,-109.3,-88.3,-84.99,10.58,-7.337,-91.37,Maybe,Maybe,Maybe
310,39.62221167,-107.0106233,2408,-110.1,-87.82,-85.13,7.597,-7.972,-89.93,No,No,No
311,39.62233667,-107.0106767,2403.9,-118.5,-90.72,-89.8,3.048,-11.71,-91.08,No,No,No
312,39.62243667,-107.0107433,2402.1,No Signal,,,,,, , , 
313,39.62252833,-107.0108317,2399.6,No Signal,,,,,, , , 
314,39.62266,-107.01085,2397.2,-127.1,-91.74,-91.62,-2.431,-18.48,-91.63,No,No,No
315,39.62277833,-107.010825,2397.2,No Signal,,,,,, , , 
316,39.62286167,-107.0107517,2397.1,No Signal,,,,,, , , 
317,39.62293333,-107.0106583,2399.1,No Signal,,,,,, , , 
318,39.62284667,-107.010725,2399.5,No Signal,,,,,, , , 
319,39.62275167,-107.0107917,2402.6,No Signal,,,,,, , , 
320,39.62262,-107.0108667,2405.7,No Signal,,,,,, , , 
321,39.6225,-107.0107933,2405.3,No Signal,,,,,, , , 
322,39.622415,-107.010745,2401.9,No Signal,,,,,, , , 
323,39.62229833,-107.01075,2399.5,No Signal,,,,,, , , 
324,39.62223333,-107.0107983,2397.4,No Signal,,,,,, , , 
325,39.62210833,-107.0108367,2395,-117,-90.93,-89.55,1.813,-10.46,-91.57,No,No,No
326,39.62204667,-107.01088,2391.4,No Signal,,,,,, , , 
327,39.62200667,-107.0109767,2389.4,-117.6,-91.06,-89.86,2.796,-10.72,-92.03,No,No,No
328,39.62195,-107.01107,2388.3,-120.8,-91.69,-90.62,-1.915,-13.15,-92.44,No,No,No
329,39.621855,-107.0110917,2386.6,No Signal,,,,,, , , 
330,39.62182833,-107.01113,2385.6,-118.3,-89.33,-88.45,-3.20E-01,-12.86,-89.82,No,No,No
331,39.62181667,-107.0112167,2384.8,-118.6,-88.81,-87.67,2.828,-13.98,-89.44,No,No,No
332,39.62179833,-107.0112967,2385,-110.5,-87.99,-85.43,7.937,-8.075,-90.14,No,No,No
333,39.62177167,-107.01116,2388.1,-129.9,-88.53,-87.72,-1.062,-25.21,-88.76,No,No,No
334,39.621715,-107.011185,2392.3,-129.9,-88.53,-87.72,-1.062,-25.21,-88.76,No,No,No
335,39.62167333,-107.01124,2398.5,-108.5,-86.4,-83.58,3.015,-7.917,-88.49,Maybe,Maybe,Maybe
336,39.621595,-107.0113517,2404.5,-107.5,-86.51,-83.18,9.851,-7.281,-90.11,Maybe,Maybe,Maybe
337,39.62155667,-107.0113967,2408.3,-97.04,-78.28,-73.65,24.06,-6.402,-87.08,Good,Good,Good
338,39.62153333,-107.011505,2411.2,-102.1,-82.77,-78.47,14.12,-6.654,-89.67,Good,Good,Maybe
339,39.62154667,-107.0116167,2413.7,-102.1,-82.77,-78.47,14.12,-6.654,-89.67,Good,Good,Maybe
340,39.62149,-107.011695,2417.4,-109.1,-86.95,-84.21,7.802,-7.921,-89.59,Maybe,Maybe,Maybe
341,39.62142333,-107.0117483,2419.8,-106.1,-85.21,-81.83,11.02,-7.266,-88.29,Maybe,Maybe,Maybe
342,39.62141167,-107.01184,2422.1,-93.96,-75.61,-70.67,24.35,-6.299,-89.24,Good,Good,Good
343,39.621365,-107.0119367,2424.3,-100.6,-81.59,-77.11,16.45,-6.531,-88.31,Good,Good,Maybe
344,39.62127667,-107.012,2426.5,-92,-73.45,-68.66,26.96,-6.35,-86.66,Good,Good,Good
345,39.62122,-107.0120367,2429,-90.13,-71.78,-66.86,28.79,-6.278,-86.86,Good,Good,Good
346,39.62115333,-107.01208,2429.7,-95.01,-76.8,-71.75,17.27,-6.268,-90.78,Good,Good,Good
347,39.621085,-107.0122133,2429.8,-81.2,-63.02,-57.97,33.74,-6.242,-89.72,Good,Good,Good
348,39.62104833,-107.0122833,2429.7,-75.45,-57.27,-52.22,36.16,-6.241,-88.23,Good,Good,Good
349,39.62103167,-107.01231,2429.2,-86.46,-68.18,-63.2,29.4,-6.279,-81.97,Good,Good,Good
350,39.62099667,-107.0123767,2427.6,-96.15,-77.23,-72.7,23.09,-6.462,-89.34,Good,Good,Good
351,39.62089833,-107.0124217,2427.9,-82.75,-64.4,-59.48,33.14,-6.285,-82.24,Good,Good,Good
352,39.62084833,-107.01239,2426.5,-83.69,-65.54,-60.46,31.02,-6.237,-89.93,Good,Good,Good
353,39.62079167,-107.01241,2425.3,-86.87,-68.47,-63.57,29.89,-6.304,-88.98,Good,Good,Good
354,39.62069,-107.01242,2424,-92.92,-74.27,-69.55,26.32,-6.378,-90.38,Good,Good,Good
355,39.62042,-107.012765,2419.9,-83.26,-65.03,-60.02,31.45,-6.249,-82.13,Good,Good,Good
356,39.62040167,-107.0127533,2419.5,-90.48,-72.12,-67.2,26.72,-6.292,-86.38,Good,Good,Good
357,39.62031833,-107.0128033,2418.5,-87.97,-69.74,-64.72,28.42,-6.257,-89.69,Good,Good,Good
358,39.62027333,-107.0128967,2416.4,-85.76,-67.53,-62.5,29.8,-6.264,-88.8,Good,Good,Good
359,39.62017,-107.0129533,2416,-87.72,-69.54,-64.49,26.79,-6.242,-88.45,Good,Good,Good
360,39.62014167,-107.01307,2414.2,-81.32,-63.17,-58.09,31.03,-6.235,-91.01,Good,Good,Good
361,39.62008333,-107.0130767,2412.4,-92.51,-74.18,-69.23,19.12,-6.294,-87.67,Good,Good,Good
362,39.61995333,-107.0130817,2411,-89.33,-71.11,-66.08,25.17,-6.265,-88.75,Good,Good,Good
363,39.61985333,-107.0131583,2409,-91.43,-73.33,-68.22,19.27,-6.22,-90.4,Good,Good,Good
364,39.61977333,-107.0131783,2407.8,-81.79,-63.63,-58.56,30.64,-6.24,-91.17,Good,Good,Good
365,39.61967667,-107.0132117,2406.4,-81.16,-62.79,-57.87,30.83,-6.299,-79.44,Good,Good,Good
366,39.61957167,-107.0132017,2404.3,-83.29,-65.04,-60.04,30.33,-6.262,-81.32,Good,Good,Good
367,39.61948167,-107.0131883,2401.7,-82.23,-64.1,-59.01,30.71,-6.229,-89.63,Good,Good,Good
368,39.61939833,-107.0131633,2398.6,-83.37,-64.96,-60.08,30.05,-6.307,-80.73,Good,Good,Good
369,39.61930333,-107.0132217,2396.1,-83.84,-65.66,-60.61,30.98,-6.237,-80.71,Good,Good,Good
370,39.61920333,-107.013195,2392.4,-83.96,-65.62,-60.68,30.98,-6.286,-82.85,Good,Good,Good
371,39.61909167,-107.0131583,2389.5,-83.96,-65.62,-60.68,30.98,-6.286,-82.85,Good,Good,Good
372,39.61901667,-107.0131567,2389.3,-98.09,-78.86,-74.42,16.78,-6.676,-91.7,Good,Good,Good
373,39.618925,-107.0131683,2390.6,-69.41,-51.15,-46.17,35.76,-6.248,-68.25,Good,Good,Good
374,39.61882667,-107.013095,2391.4,-77.43,-59.18,-54.18,30.22,-6.256,-76.48,Good,Good,Good
375,39.61875167,-107.01306,2392,-57.07,-38.95,-33.87,35.56,-6.211,-77.54,Good,Good,Good
